,cbsa,areaname,year,murder
1840,31540,"Madison,WI",1985,14.0
1841,31540,"Madison,WI",1986,24.0
1842,31540,"Madison,WI",1987,13.0
1843,31540,"Madison,WI",1988,5.0
1844,31540,"Madison,WI",1989,12.0
1845,31540,"Madison,WI",1990,11.0
1846,31540,"Madison,WI",1991,9.0
1847,31540,"Madison,WI",1992,13.0
1848,31540,"Madison,WI",1993,25.0
1849,31540,"Madison,WI",1994,11.0
1850,31540,"Madison,WI",1995,11.0
1851,31540,"Madison,WI",1996,10.0
1852,31540,"Madison,WI",1997,7.0
1853,31540,"Madison,WI",1998,9.0
1854,31540,"Madison,WI",1999,9.0
1855,31540,"Madison,WI",2000,11.0
1856,31540,"Madison,WI",2001,9.0
1857,31540,"Madison,WI",2002,15.0
1858,31540,"Madison,WI",2003,9.0
1859,31540,"Madison,WI",2004,10.0
1860,31540,"Madison,WI",2005,10.0
1861,31540,"Madison,WI",2006,11.0
1862,31540,"Madison,WI",2007,9.0
1863,31540,"Madison,WI",2008,10.0
1864,31540,"Madison,WI",2009,8.0
1865,31540,"Madison,WI",2010,7.0
1866,31540,"Madison,WI",2011,5.0
1867,31540,"Madison,WI",2012,9.0
1868,31540,"Madison,WI",2013,9.0
1869,31540,"Madison,WI",2014,10.0
1870,32820,"Memphis,TN",2012,5.0
1871,32820,"Memphis,TN",2013,5.0
1872,32820,"Memphis,TN",2014,5.0
1873,33340,"Milwaukee,WI",1960,2.0
1874,33340,"Milwaukee,WI",1961,4.0
1875,33340,"Milwaukee,WI",1962,1.0
1876,33340,"Milwaukee,WI",1963,1.0
1877,33340,"Milwaukee,WI",1964,0.0
1878,33340,"Milwaukee,WI",1965,1.0
1879,33340,"Milwaukee,WI",1966,1.0
1880,33340,"Milwaukee,WI",1967,0.0
1881,33340,"Milwaukee,WI",1968,2.0
1882,33340,"Milwaukee,WI",1969,3.0
1883,33340,"Milwaukee,WI",1970,5.0
1884,33340,"Milwaukee,WI",1971,5.0
1885,33340,"Milwaukee,WI",1972,3.0
1886,33340,"Milwaukee,WI",1973,5.0
1887,33340,"Milwaukee,WI",1974,5.0
1888,33340,"Milwaukee,WI",1975,3.0
1889,33340,"Milwaukee,WI",1976,4.0
1890,33340,"Milwaukee,WI",1977,1.0
1891,33340,"Milwaukee,WI",1978,4.0
1892,33340,"Milwaukee,WI",1979,4.0
1893,33340,"Milwaukee,WI",1980,2.0
1894,33340,"Milwaukee,WI",1981,8.0
1895,33340,"Milwaukee,WI",1982,14.0
1896,33340,"Milwaukee,WI",1983,5.0
1897,33340,"Milwaukee,WI",1984,8.0
1898,33340,"Milwaukee,WI",1985,9.0
1899,33340,"Milwaukee,WI",1986,5.0
1900,33340,"Milwaukee,WI",1987,6.0
1901,33340,"Milwaukee,WI",1988,9.0
1902,33340,"Milwaukee,WI",1989,13.0
1903,33340,"Milwaukee,WI",1990,7.0
1904,33340,"Milwaukee,WI",1991,2.0
1905,33340,"Milwaukee,WI",1992,6.0
1906,33340,"Milwaukee,WI",1993,3.0
1907,33340,"Milwaukee,WI",1994,5.0
1908,33340,"Milwaukee,WI",1995,8.0
1909,33340,"Milwaukee,WI",1996,6.0
1910,33340,"Milwaukee,WI",1997,6.0
1911,33340,"Milwaukee,WI",1998,6.0
1912,33340,"Milwaukee,WI",1999,5.0
1913,33340,"Milwaukee,WI",2000,7.0
1914,33340,"Milwaukee,WI",2001,6.0
1915,33340,"Milwaukee,WI",2002,8.0
1916,33340,"Milwaukee,WI",2003,10.0
1917,33340,"Milwaukee,WI",2004,4.0
1918,33340,"Milwaukee,WI",2005,8.0
1919,33340,"Milwaukee,WI",2006,8.0
1920,33340,"Milwaukee,WI",2007,11.0
1921,33340,"Milwaukee,WI",2008,6.0
1922,33340,"Milwaukee,WI",2009,10.0
1923,33340,"Milwaukee,WI",2010,5.0
1924,33340,"Milwaukee,WI",2011,3.0
1925,33340,"Milwaukee,WI",2012,6.0
1926,33340,"Milwaukee,WI",2013,6.0
1927,33340,"Milwaukee,WI",2014,4.0
1928,33460,"Minneapolis,MN-SaintPaul,MN",1960,19.0
1929,33460,"Minneapolis,MN-SaintPaul,MN",1961,14.0
1930,33460,"Minneapolis,MN-SaintPaul,MN",1962,11.0
1931,33460,"Minneapolis,MN-SaintPaul,MN",1963,20.0
1932,33460,"Minneapolis,MN-SaintPaul,MN",1964,14.0
1933,33460,"Minneapolis,MN-SaintPaul,MN",1965,14.0
1934,33460,"Minneapolis,MN-SaintPaul,MN",1966,26.0
1935,33460,"Minneapolis,MN-SaintPaul,MN",1967,17.0
1936,33460,"Minneapolis,MN-SaintPaul,MN",1968,36.0
1937,33460,"Minneapolis,MN-SaintPaul,MN",1969,36.0
1938,33460,"Minneapolis,MN-SaintPaul,MN",1970,54.0
1939,33460,"Minneapolis,MN-SaintPaul,MN",1971,44.0
1940,33460,"Minneapolis,MN-SaintPaul,MN",1972,43.0
1941,33460,"Minneapolis,MN-SaintPaul,MN",1973,31.0
1942,33460,"Minneapolis,MN-SaintPaul,MN",1974,45.0
1943,33460,"Minneapolis,MN-SaintPaul,MN",1975,41.0
1944,33460,"Minneapolis,MN-SaintPaul,MN",1976,33.0
1945,33460,"Minneapolis,MN-SaintPaul,MN",1977,41.0
1946,33460,"Minneapolis,MN-SaintPaul,MN",1978,45.0
1947,33460,"Minneapolis,MN-SaintPaul,MN",1979,46.0
1948,33460,"Minneapolis,MN-SaintPaul,MN",1980,43.0
1949,33460,"Minneapolis,MN-SaintPaul,MN",1981,48.0
1950,33460,"Minneapolis,MN-SaintPaul,MN",1982,37.0
1951,33460,"Minneapolis,MN-SaintPaul,MN",1983,32.0
1952,33460,"Minneapolis,MN-SaintPaul,MN",1984,36.0
1953,33460,"Minneapolis,MN-SaintPaul,MN",1985,57.0
1954,33460,"Minneapolis,MN-SaintPaul,MN",1986,56.0
1955,33460,"Minneapolis,MN-SaintPaul,MN",1987,50.0
1956,33460,"Minneapolis,MN-SaintPaul,MN",1988,43.0
1957,33460,"Minneapolis,MN-SaintPaul,MN",1989,53.0
1958,33460,"Minneapolis,MN-SaintPaul,MN",1990,68.0
1959,33460,"Minneapolis,MN-SaintPaul,MN",1991,85.0
1960,33460,"Minneapolis,MN-SaintPaul,MN",1992,61.0
1961,33460,"Minneapolis,MN-SaintPaul,MN",1993,66.0
1962,33460,"Minneapolis,MN-SaintPaul,MN",1994,62.0
1963,33460,"Minneapolis,MN-SaintPaul,MN",1995,47.0
1964,33460,"Minneapolis,MN-SaintPaul,MN",1996,77.0
1965,33460,"Minneapolis,MN-SaintPaul,MN",1997,45.0
1966,33460,"Minneapolis,MN-SaintPaul,MN",1998,48.0
1967,33460,"Minneapolis,MN-SaintPaul,MN",1999,38.0
1968,33460,"Minneapolis,MN-SaintPaul,MN",2000,35.0
1969,33460,"Minneapolis,MN-SaintPaul,MN",2001,37.0
1970,33460,"Minneapolis,MN-SaintPaul,MN",2002,37.0
1971,33460,"Minneapolis,MN-SaintPaul,MN",2003,133.0
1972,33460,"Minneapolis,MN-SaintPaul,MN",2004,99.0
1973,33460,"Minneapolis,MN-SaintPaul,MN",2005,105.0
1974,33460,"Minneapolis,MN-SaintPaul,MN",2006,89.0
1975,33460,"Minneapolis,MN-SaintPaul,MN",2007,123.0
1976,33460,"Minneapolis,MN-SaintPaul,MN",2008,92.0
1977,33460,"Minneapolis,MN-SaintPaul,MN",2009,103.0
1978,33460,"Minneapolis,MN-SaintPaul,MN",2010,119.0
1979,33460,"Minneapolis,MN-SaintPaul,MN",2011,63.0
1980,33460,"Minneapolis,MN-SaintPaul,MN",2012,46.0
1981,33460,"Minneapolis,MN-SaintPaul,MN",2013,32.0
1982,33460,"Minneapolis,MN-SaintPaul,MN",2014,40.0
1983,33860,"Montgomery,AL",1960,70.0
1984,33860,"Montgomery,AL",1961,70.0
1985,33860,"Montgomery,AL",1962,54.0
1986,33860,"Montgomery,AL",1963,63.0
1987,33860,"Montgomery,AL",1964,73.0
1988,33860,"Montgomery,AL",1965,86.0
1989,33860,"Montgomery,AL",1966,81.0
1990,33860,"Montgomery,AL",1967,81.0
1991,33860,"Montgomery,AL",1968,93.0
1992,33860,"Montgomery,AL",1969,125.0
1993,33860,"Montgomery,AL",1970,87.0
1994,33860,"Montgomery,AL",1971,88.0
1995,33860,"Montgomery,AL",1972,113.0
1996,33860,"Montgomery,AL",1973,89.0
1997,33860,"Montgomery,AL",1974,116.0
1998,33860,"Montgomery,AL",2003,5.0
1999,33860,"Montgomery,AL",2004,2.0
2000,33860,"Montgomery,AL",2005,3.0
2001,33860,"Montgomery,AL",2006,3.0
2002,33860,"Montgomery,AL",2007,4.0
2003,33860,"Montgomery,AL",2008,3.0
2004,33860,"Montgomery,AL",2009,3.0
2005,33860,"Montgomery,AL",2010,4.0
2006,33860,"Montgomery,AL",2011,5.0
2007,33860,"Montgomery,AL",2012,1.0
2008,33860,"Montgomery,AL",2013,4.0
2009,33860,"Montgomery,AL",2014,3.0
2010,34980,"Nashville,TN",1960,34.0
2011,34980,"Nashville,TN",1961,49.0
2012,34980,"Nashville,TN",1962,52.0
2013,34980,"Nashville,TN",1963,40.0
2014,34980,"Nashville,TN",1964,48.0
2015,34980,"Nashville,TN",1965,53.0
2016,34980,"Nashville,TN",1966,65.0
2017,34980,"Nashville,TN",1967,80.0
2018,34980,"Nashville,TN",1968,60.0
2019,34980,"Nashville,TN",1969,91.0
2020,34980,"Nashville,TN",1970,83.0
2021,34980,"Nashville,TN",1971,112.0
2022,34980,"Nashville,TN",1972,100.0
2023,34980,"Nashville,TN",1973,96.0
2024,34980,"Nashville,TN",1974,91.0
2025,34980,"Nashville,TN",1975,83.0
2026,34980,"Nashville,TN",1976,81.0
2027,34980,"Nashville,TN",1977,86.0
2028,34980,"Nashville,TN",1978,83.0
2029,34980,"Nashville,TN",1979,72.0
2030,34980,"Nashville,TN",1980,62.0
2031,34980,"Nashville,TN",1981,70.0
2032,34980,"Nashville,TN",1982,74.0
2033,34980,"Nashville,TN",1983,40.0
2034,34980,"Nashville,TN",1984,61.0
2035,34980,"Nashville,TN",1985,61.0
2036,34980,"Nashville,TN",1986,79.0
2037,34980,"Nashville,TN",1987,95.0
2038,34980,"Nashville,TN",1988,78.0
2039,34980,"Nashville,TN",1989,83.0
2040,34980,"Nashville,TN",1990,74.0
2041,34980,"Nashville,TN",1991,95.0
2042,34980,"Nashville,TN",1992,76.0
2043,34980,"Nashville,TN",1993,76.0
2044,34980,"Nashville,TN",1994,66.0
2045,34980,"Nashville,TN",1995,86.0
2046,34980,"Nashville,TN",1996,64.0
2047,34980,"Nashville,TN",1997,35.0
2048,34980,"Nashville,TN",1998,35.0
2049,34980,"Nashville,TN",1999,56.0
2050,34980,"Nashville,TN",2000,35.0
2051,34980,"Nashville,TN",2001,88.0
2052,34980,"Nashville,TN",2002,103.0
2053,34980,"Nashville,TN",2003,90.0
2054,34980,"Nashville,TN",2004,81.0
2055,34980,"Nashville,TN",2005,101.0
2056,34980,"Nashville,TN",2006,106.0
2057,34980,"Nashville,TN",2007,80.0
2058,34980,"Nashville,TN",2008,101.0
2059,34980,"Nashville,TN",2009,78.0
2060,34980,"Nashville,TN",2010,73.0
2061,34980,"Nashville,TN",2011,84.0
2062,34980,"Nashville,TN",2012,65.0
2063,34980,"Nashville,TN",2013,83.0
2064,34980,"Nashville,TN",2014,67.0
2065,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1960,2.0
2066,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1961,5.0
2067,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1962,9.0
2068,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1963,5.0
2069,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1964,20.0
2070,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1965,11.0
2071,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1966,11.0
2072,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1967,14.0
2073,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1968,13.0
2074,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1969,12.0
2075,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1970,17.0
2076,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1971,27.0
2077,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1972,23.0
2078,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1973,21.0
2079,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1974,47.0
2080,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1975,31.0
2081,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1976,26.0
2082,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1977,25.0
2083,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1978,20.0
2084,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1979,23.0
2085,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1980,21.0
2086,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1981,38.0
2087,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1982,32.0
2088,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1983,19.0
2089,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1984,32.0
2090,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1985,29.0
2091,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1986,45.0
2092,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1987,45.0
2093,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1988,50.0
2094,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1989,33.0
2095,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1990,38.0
2096,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1991,46.0
2097,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1992,45.0
2098,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1993,48.0
2099,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1994,49.0
2100,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1995,56.0
2101,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1996,34.0
2102,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1997,44.0
2103,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1998,38.0
2104,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",1999,42.0
2105,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2000,21.0
2106,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2001,22.0
2107,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2002,37.0
2108,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2003,25.0
2109,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2004,33.0
2110,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2005,32.0
2111,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2006,33.0
2112,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2007,45.0
2113,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2008,28.0
2114,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2009,29.0
2115,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2010,29.0
2116,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2011,32.0
2117,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2012,31.0
2118,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2013,24.0
2119,35084,"Newark,NJ-Paterson,NJ-JerseyCity,NJ",2014,18.0
2120,35300,"NewHaven,CT",1960,12.0
2121,35300,"NewHaven,CT",1961,3.0
2122,35300,"NewHaven,CT",1962,15.0
2123,35300,"NewHaven,CT",1963,14.0
2124,35300,"NewHaven,CT",1964,13.0
2125,35300,"NewHaven,CT",1965,17.0
2126,35300,"NewHaven,CT",1966,25.0
2127,35300,"NewHaven,CT",1967,21.0
2128,35300,"NewHaven,CT",1968,26.0
2129,35300,"NewHaven,CT",1969,36.0
2130,35300,"NewHaven,CT",1970,28.0
2131,35300,"NewHaven,CT",1971,45.0
2132,35300,"NewHaven,CT",1972,37.0
2133,35300,"NewHaven,CT",1973,31.0
2134,35300,"NewHaven,CT",1974,54.0
2135,35300,"NewHaven,CT",1975,44.0
2136,35300,"NewHaven,CT",1976,28.0
2137,35300,"NewHaven,CT",1977,33.0
2138,35300,"NewHaven,CT",1978,22.0
2139,35300,"NewHaven,CT",1979,26.0
2140,35300,"NewHaven,CT",1980,27.0
2141,35300,"NewHaven,CT",1981,30.0
2142,35300,"NewHaven,CT",1982,20.0
2143,35300,"NewHaven,CT",1983,21.0
2144,35300,"NewHaven,CT",1984,20.0
2145,35300,"NewHaven,CT",1985,20.0
2146,35300,"NewHaven,CT",1986,28.0
2147,35300,"NewHaven,CT",1987,24.0
2148,35300,"NewHaven,CT",1988,34.0
2149,35300,"NewHaven,CT",1989,21.0
2150,35300,"NewHaven,CT",1990,21.0
2151,35300,"NewHaven,CT",1991,43.0
2152,35300,"NewHaven,CT",1992,25.0
2153,35300,"NewHaven,CT",1993,21.0
2154,35300,"NewHaven,CT",1994,28.0
2155,35300,"NewHaven,CT",1995,19.0
2156,35300,"NewHaven,CT",1996,14.0
2157,35300,"NewHaven,CT",1997,3.0
2158,35300,"NewHaven,CT",1998,1.0
2159,35300,"NewHaven,CT",1999,12.0
2160,35300,"NewHaven,CT",2000,7.0
2161,35300,"NewHaven,CT",2001,15.0
2162,35300,"NewHaven,CT",2002,21.0
2163,35300,"NewHaven,CT",2003,17.0
2164,35300,"NewHaven,CT",2004,22.0
2165,35300,"NewHaven,CT",2005,37.0
2166,35300,"NewHaven,CT",2006,30.0
2167,35300,"NewHaven,CT",2007,23.0
2168,35300,"NewHaven,CT",2008,19.0
2169,35300,"NewHaven,CT",2009,24.0
2170,35300,"NewHaven,CT",2010,27.0
2171,35300,"NewHaven,CT",2011,30.0
2172,35300,"NewHaven,CT",2012,27.0
2173,35300,"NewHaven,CT",2013,32.0
2174,35300,"NewHaven,CT",2014,30.0
2175,35380,"NewOrleans,LA",1960,10.0
2176,35380,"NewOrleans,LA",1961,17.0
2177,35380,"NewOrleans,LA",1962,12.0
2178,35380,"NewOrleans,LA",1963,17.0
2179,35380,"NewOrleans,LA",1964,21.0
2180,35380,"NewOrleans,LA",1965,18.0
2181,35380,"NewOrleans,LA",1966,20.0
2182,35380,"NewOrleans,LA",1967,26.0
2183,35380,"NewOrleans,LA",1968,24.0
2184,35380,"NewOrleans,LA",1969,17.0
2185,35380,"NewOrleans,LA",1970,27.0
2186,35380,"NewOrleans,LA",1971,35.0
2187,35380,"NewOrleans,LA",1972,34.0
2188,35380,"NewOrleans,LA",1973,31.0
2189,35380,"NewOrleans,LA",1974,35.0
2190,35380,"NewOrleans,LA",1975,28.0
2191,35380,"NewOrleans,LA",1976,27.0
2192,35380,"NewOrleans,LA",1977,39.0
2193,35380,"NewOrleans,LA",1978,40.0
2194,35380,"NewOrleans,LA",1979,35.0
2195,35380,"NewOrleans,LA",1980,32.0
2196,35380,"NewOrleans,LA",1981,37.0
2197,35380,"NewOrleans,LA",1982,38.0
2198,35380,"NewOrleans,LA",1983,36.0
2199,35380,"NewOrleans,LA",1984,29.0
2200,35380,"NewOrleans,LA",1985,28.0
2201,35380,"NewOrleans,LA",1986,30.0
2202,35380,"NewOrleans,LA",1987,31.0
2203,35380,"NewOrleans,LA",1988,24.0
2204,35380,"NewOrleans,LA",1989,42.0
2205,35380,"NewOrleans,LA",1990,32.0
2206,35380,"NewOrleans,LA",1991,31.0
2207,35380,"NewOrleans,LA",1992,45.0
2208,35380,"NewOrleans,LA",1993,30.0
2209,35380,"NewOrleans,LA",1994,36.0
2210,35380,"NewOrleans,LA",1995,30.0
2211,35380,"NewOrleans,LA",1996,27.0
2212,35380,"NewOrleans,LA",1997,30.0
2213,35380,"NewOrleans,LA",1998,24.0
2214,35380,"NewOrleans,LA",1999,22.0
2215,35380,"NewOrleans,LA",2000,19.0
2216,35380,"NewOrleans,LA",2001,17.0
2217,35380,"NewOrleans,LA",2002,17.0
2218,35380,"NewOrleans,LA",2003,23.0
2219,35380,"NewOrleans,LA",2004,25.0
2220,35380,"NewOrleans,LA",2005,25.0
2221,35380,"NewOrleans,LA",2006,24.0
2222,35380,"NewOrleans,LA",2007,36.0
2223,35380,"NewOrleans,LA",2008,20.0
2224,35380,"NewOrleans,LA",2009,22.0
2225,35380,"NewOrleans,LA",2010,20.0
2226,35380,"NewOrleans,LA",2011,26.0
2227,35380,"NewOrleans,LA",2012,25.0
2228,35380,"NewOrleans,LA",2013,30.0
2229,35380,"NewOrleans,LA",2014,25.0
2230,35644,"NewYorkCity,NY",1960,17.0
2231,35644,"NewYorkCity,NY",1961,19.0
2232,35644,"NewYorkCity,NY",1962,14.0
2233,35644,"NewYorkCity,NY",1963,16.0
2234,35644,"NewYorkCity,NY",1964,17.0
2235,35644,"NewYorkCity,NY",1965,19.0
2236,35644,"NewYorkCity,NY",1966,26.0
2237,35644,"NewYorkCity,NY",1967,26.0
2238,35644,"NewYorkCity,NY",1968,24.0
2239,35644,"NewYorkCity,NY",1969,17.0
2240,35644,"NewYorkCity,NY",1970,27.0
2241,35644,"NewYorkCity,NY",1971,34.0
2242,35644,"NewYorkCity,NY",1972,32.0
2243,35644,"NewYorkCity,NY",1973,30.0
2244,35644,"NewYorkCity,NY",1974,40.0
2245,35644,"NewYorkCity,NY",1975,38.0
2246,35644,"NewYorkCity,NY",1976,32.0
2247,35644,"NewYorkCity,NY",1977,41.0
2248,35644,"NewYorkCity,NY",1978,44.0
2249,35644,"NewYorkCity,NY",1979,37.0
2250,35644,"NewYorkCity,NY",1980,38.0
2251,35644,"NewYorkCity,NY",1981,37.0
2252,35644,"NewYorkCity,NY",1982,51.0
2253,35644,"NewYorkCity,NY",1983,47.0
2254,35644,"NewYorkCity,NY",1984,41.0
2255,35644,"NewYorkCity,NY",1985,30.0
2256,35644,"NewYorkCity,NY",1986,41.0
2257,35644,"NewYorkCity,NY",1987,41.0
2258,35644,"NewYorkCity,NY",1988,51.0
2259,35644,"NewYorkCity,NY",1989,61.0
2260,35644,"NewYorkCity,NY",1990,51.0
2261,35644,"NewYorkCity,NY",1991,56.0
2262,35644,"NewYorkCity,NY",1992,48.0
2263,35644,"NewYorkCity,NY",1993,39.0
2264,35644,"NewYorkCity,NY",1994,42.0
2265,35644,"NewYorkCity,NY",1995,34.0
2266,35644,"NewYorkCity,NY",1996,31.0
2267,35644,"NewYorkCity,NY",1997,32.0
2268,35644,"NewYorkCity,NY",1998,34.0
2269,35644,"NewYorkCity,NY",1999,20.0
2270,35644,"NewYorkCity,NY",2000,25.0
2271,35644,"NewYorkCity,NY",2001,19.0
2272,35644,"NewYorkCity,NY",2002,18.0
2273,35644,"NewYorkCity,NY",2003,24.0
2274,35644,"NewYorkCity,NY",2004,18.0
2275,35644,"NewYorkCity,NY",2005,28.0
2276,35644,"NewYorkCity,NY",2006,21.0
2277,35644,"NewYorkCity,NY",2007,33.0
2278,35644,"NewYorkCity,NY",2008,22.0
2279,35644,"NewYorkCity,NY",2009,17.0
2280,35644,"NewYorkCity,NY",2010,23.0
2281,35644,"NewYorkCity,NY",2011,25.0
2282,35644,"NewYorkCity,NY",2012,26.0
2283,35644,"NewYorkCity,NY",2013,28.0
2284,35644,"NewYorkCity,NY",2014,27.0
2285,36420,"OklahomaCity,OK",1960,11.0
2286,36420,"OklahomaCity,OK",1961,17.0
2287,36420,"OklahomaCity,OK",1962,12.0
2288,36420,"OklahomaCity,OK",1963,16.0
2289,36420,"OklahomaCity,OK",1964,17.0
2290,36420,"OklahomaCity,OK",1965,19.0
2291,36420,"OklahomaCity,OK",1966,23.0
2292,36420,"OklahomaCity,OK",1967,27.0
2293,36420,"OklahomaCity,OK",1968,25.0
2294,36420,"OklahomaCity,OK",1969,19.0
2295,36420,"OklahomaCity,OK",1970,27.0
2296,36420,"OklahomaCity,OK",1971,37.0
2297,36420,"OklahomaCity,OK",1972,34.0
2298,36420,"OklahomaCity,OK",1973,31.0
2299,36420,"OklahomaCity,OK",1974,43.0
2300,36420,"OklahomaCity,OK",1975,32.0
2301,36420,"OklahomaCity,OK",1976,24.0
2302,36420,"OklahomaCity,OK",1977,43.0
2303,36420,"OklahomaCity,OK",1978,40.0
2304,36420,"OklahomaCity,OK",1979,37.0
2305,36420,"OklahomaCity,OK",1980,36.0
2306,36420,"OklahomaCity,OK",1981,41.0
2307,36420,"OklahomaCity,OK",1982,48.0
2308,36420,"OklahomaCity,OK",1983,37.0
2309,36420,"OklahomaCity,OK",1984,31.0
2310,36420,"OklahomaCity,OK",1985,24.0
2311,36420,"OklahomaCity,OK",1986,40.0
2312,36420,"OklahomaCity,OK",1987,34.0
2313,36420,"OklahomaCity,OK",1988,27.0
2314,36420,"OklahomaCity,OK",1989,42.0
2315,36420,"OklahomaCity,OK",1990,34.0
2316,36420,"OklahomaCity,OK",1991,44.0
2317,36420,"OklahomaCity,OK",1992,44.0
2318,36420,"OklahomaCity,OK",1993,34.0
2319,36420,"OklahomaCity,OK",1994,50.0
2320,36420,"OklahomaCity,OK",1995,34.0
2321,36420,"OklahomaCity,OK",1996,30.0
2322,36420,"OklahomaCity,OK",1997,32.0
2323,36420,"OklahomaCity,OK",1998,28.0
2324,36420,"OklahomaCity,OK",1999,30.0
2325,36420,"OklahomaCity,OK",2000,29.0
2326,36420,"OklahomaCity,OK",2001,26.0
2327,36420,"OklahomaCity,OK",2002,21.0
2328,36420,"OklahomaCity,OK",2003,29.0
2329,36420,"OklahomaCity,OK",2004,34.0
2330,36420,"OklahomaCity,OK",2005,38.0
2331,36420,"OklahomaCity,OK",2006,34.0
2332,36420,"OklahomaCity,OK",2007,44.0
2333,36420,"OklahomaCity,OK",2008,29.0
2334,36420,"OklahomaCity,OK",2009,35.0
2335,36420,"OklahomaCity,OK",2010,34.0
2336,36420,"OklahomaCity,OK",2011,37.0
2337,36420,"OklahomaCity,OK",2012,38.0
2338,36420,"OklahomaCity,OK",2013,37.0
2339,36420,"OklahomaCity,OK",2014,29.0
2340,36540,"Omaha,NE",1960,6.0
2341,36540,"Omaha,NE",1961,6.0
2342,36540,"Omaha,NE",1962,6.0
2343,36540,"Omaha,NE",1963,2.0
2344,36540,"Omaha,NE",1964,7.0
2345,36540,"Omaha,NE",1965,5.0
2346,36540,"Omaha,NE",1966,0.0
2347,36540,"Omaha,NE",1967,10.0
2348,36540,"Omaha,NE",1968,12.0
2349,36540,"Omaha,NE",1969,16.0
2350,36540,"Omaha,NE",1970,7.0
2351,36540,"Omaha,NE",1971,21.0
2352,36540,"Omaha,NE",1972,21.0
2353,36540,"Omaha,NE",1973,37.0
2354,36540,"Omaha,NE",1974,32.0
2355,36540,"Omaha,NE",1975,31.0
2356,36540,"Omaha,NE",1976,16.0
2357,36540,"Omaha,NE",1977,22.0
2358,36540,"Omaha,NE",1978,31.0
2359,36540,"Omaha,NE",1979,19.0
2360,36540,"Omaha,NE",1980,35.0
2361,36540,"Omaha,NE",1981,46.0
2362,36540,"Omaha,NE",1982,37.0
2363,36540,"Omaha,NE",1983,32.0
2364,36540,"Omaha,NE",1984,30.0
2365,36540,"Omaha,NE",1985,29.0
2366,36540,"Omaha,NE",1986,33.0
2367,36540,"Omaha,NE",1987,29.0
